instruct_resp_simon.keys,instruct_resp_simon.corr,instruct_resp_simon.rt,trial_resp_simon.keys,trial_resp_simon.corr,trial_resp_simon.rt,trials_train_simon.thisRepN,trials_train_simon.thisTrialN,trials_train_simon.thisN,trials_train_simon.thisIndex,trials_train_simon.ran,target_file,target_pos,target_resp,target_side,participant,date,expName,psychopyVersion,OS,frameRate,instruct_resp_timing.keys,instruct_resp_timing.corr,instruct_resp_timing.rt,trial_resp_timing.keys,trial_resp_timing.rt,trials_train_timing.thisRepN,trials_train_timing.thisTrialN,trials_train_timing.thisN,trials_train_timing.thisIndex,trials_train_timing.ran,instruct_resp.keys,instruct_resp.corr,instruct_resp.rt,trial_resp.keys,trial_resp.corr,trial_resp.rt,target_onset,err,pun,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,block_note_resp.keys,block_note_resp.rt,block_num,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,punish
,,,,,,,,,,,,,,,610b7bc3d1ff91a60a2cbe5b,2021-10-21_17h06.29.317,arrow_simon_punish,2021.1.2,MacIntel,60.0024001,,,,p,2.5172,53,0,53,0,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,610b7bc3d1ff91a60a2cbe5b,2021-10-21_17h06.29.317,arrow_simon_punish,2021.1.2,MacIntel,60.0024001,,,,p,2.5671,54,0,54,0,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,610b7bc3d1ff91a60a2cbe5b,2021-10-21_17h06.29.317,arrow_simon_punish,2021.1.2,MacIntel,60.0024001,,,,p,2.5778,55,0,55,0,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,610b7bc3d1ff91a60a2cbe5b,2021-10-21_17h06.29.317,arrow_simon_punish,2021.1.2,MacIntel,60.0024001,,,,w,2.4752,56,0,56,0,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,610b7bc3d1ff91a60a2cbe5b,2021-10-21_17h06.29.317,arrow_simon_punish,2021.1.2,MacIntel,60.0024001,,,,w,2.3927,57,0,57,0,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,610b7bc3d1ff91a60a2cbe5b,2021-10-21_17h06.29.317,arrow_simon_punish,2021.1.2,MacIntel,60.0024001,,,,w,2.4184,58,0,58,0,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,610b7bc3d1ff91a60a2cbe5b,2021-10-21_17h06.29.317,arrow_simon_punish,2021.1.2,MacIntel,60.0024001,,,,w,2.49,59,0,59,0,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,right.png,,p,left,610b7bc3d1ff91a60a2cbe5b,2021-10-21_17h06.29.317,arrow_simon_punish,2021.1.2,MacIntel,60.0024001,,,,,,,,,,,space,0,69.311,w,0,0.9199,1.89676981,1,1,0,0,0,0,1,,,,,,,,,
,,,,,,,,,,,right.png,,p,right,610b7bc3d1ff91a60a2cbe5b,2021-10-21_17h06.29.317,arrow_simon_punish,2021.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,p,1,0.3941,2.194920631,1,1,0,1,1,1,1,,,,,,,,,
,,,,,,,,,,,right.png,,p,left,610b7bc3d1ff91a60a2cbe5b,2021-10-21_17h06.29.317,arrow_simon_punish,2021.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,p,1,0.5331,2.122194091,1,1,0,2,2,0,1,,,,,,,,,
,,,,,,,,,,,left.png,,w,right,610b7bc3d1ff91a60a2cbe5b,2021-10-21_17h06.29.317,arrow_simon_punish,2021.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,p,0,0.685,1.793225734,1,1,0,3,3,3,1,,,,,,,,,
,,,,,,,,,,,right.png,,p,right,610b7bc3d1ff91a60a2cbe5b,2021-10-21_17h06.29.317,arrow_simon_punish,2021.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,w,0,1.6331,2.098621088,1,1,1,0,4,1,1,,,,,,,,,
,,,,,,,,,,,right.png,,p,left,610b7bc3d1ff91a60a2cbe5b,2021-10-21_17h06.29.317,arrow_simon_punish,2021.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,w,0,0.571,2.292869035,1,1,1,1,5,0,1,,,,,,,,,
,,,,,,,,,,,right.png,,p,left,610b7bc3d1ff91a60a2cbe5b,2021-10-21_17h06.29.317,arrow_simon_punish,2021.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,p,1,0.9688,2.489129016,1,1,1,2,6,0,1,,,,,,,,,
,,,,,,,,,,,left.png,,w,left,610b7bc3d1ff91a60a2cbe5b,2021-10-21_17h06.29.317,arrow_simon_punish,2021.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,w,1,0.862,1.934515332,1,1,1,3,7,2,1,,,,,,,,,
,,,,,,,,,,,right.png,,p,left,610b7bc3d1ff91a60a2cbe5b,2021-10-21_17h06.29.317,arrow_simon_punish,2021.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,p,1,0.3358,2.236212568,1,1,2,0,8,0,1,,,,,,,,,
,,,,,,,,,,,left.png,,w,left,610b7bc3d1ff91a60a2cbe5b,2021-10-21_17h06.29.317,arrow_simon_punish,2021.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,p,0,0.8217,1.994006634,1,1,2,1,9,2,1,,,,,,,,,
,,,,,,,,,,,right.png,,p,right,610b7bc3d1ff91a60a2cbe5b,2021-10-21_17h06.29.317,arrow_simon_punish,2021.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,p,1,0.9008,2.486408347,1,1,2,2,10,1,1,,,,,,,,,
,,,,,,,,,,,left.png,,w,right,610b7bc3d1ff91a60a2cbe5b,2021-10-21_17h06.29.317,arrow_simon_punish,2021.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,w,1,1.6001,2.379694206,1,1,2,3,11,3,1,,,,,,,,,
,,,,,,,,,,,left.png,,w,left,610b7bc3d1ff91a60a2cbe5b,2021-10-21_17h06.29.317,arrow_simon_punish,2021.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,p,0,0.8859,1.986789362,1,1,3,0,12,2,1,,,,,,,,,
,,,,,,,,,,,left.png,,w,left,610b7bc3d1ff91a60a2cbe5b,2021-10-21_17h06.29.317,arrow_simon_punish,2021.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,w,1,0.6502,1.867703622,1,1,3,1,13,2,1,,,,,,,,,
,,,,,,,,,,,left.png,,w,right,610b7bc3d1ff91a60a2cbe5b,2021-10-21_17h06.29.317,arrow_simon_punish,2021.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,w,1,1.5497,2.398533547,0,1,3,2,14,3,1,,,,,,,,,
,,,,,,,,,,,left.png,,w,right,610b7bc3d1ff91a60a2cbe5b,2021-10-21_17h06.29.317,arrow_simon_punish,2021.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,w,1,0.9376,2.052977652,1,1,3,3,15,3,1,,,,,,,,,
,,,,,,,,,,,left.png,,w,right,610b7bc3d1ff91a60a2cbe5b,2021-10-21_17h06.29.317,arrow_simon_punish,2021.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,p,0,0.5412,1.633322088,1,1,4,0,16,3,1,,,,,,,,,
,,,,,,,,,,,right.png,,p,left,610b7bc3d1ff91a60a2cbe5b,2021-10-21_17h06.29.317,arrow_simon_punish,2021.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,p,1,0.9601,2.092836047,1,1,4,1,17,0,1,,,,,,,,,
,,,,,,,,,,,left.png,,w,left,610b7bc3d1ff91a60a2cbe5b,2021-10-21_17h06.29.317,arrow_simon_punish,2021.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,w,1,0.4506,1.654554212,1,1,4,2,18,2,1,,,,,,,,,
,,,,,,,,,,,right.png,,p,right,610b7bc3d1ff91a60a2cbe5b,2021-10-21_17h06.29.317,arrow_simon_punish,2021.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,p,1,0.6576,1.79381335,1,1,4,3,19,1,1,,,,,,,,,
,,,,,,,,,,,left.png,,w,right,610b7bc3d1ff91a60a2cbe5b,2021-10-21_17h06.29.317,arrow_simon_punish,2021.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,w,1,1.2876,2.325291064,1,1,5,0,20,3,1,,,,,,,,,
,,,,,,,,,,,left.png,,w,right,610b7bc3d1ff91a60a2cbe5b,2021-10-21_17h06.29.317,arrow_simon_punish,2021.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,w,1,1.8015,2.275551689,1,1,5,1,21,3,1,,,,,,,,,
,,,,,,,,,,,left.png,,w,left,610b7bc3d1ff91a60a2cbe5b,2021-10-21_17h06.29.317,arrow_simon_punish,2021.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,w,1,1.1513,2.321375125,1,1,5,2,22,2,1,,,,,,,,,
,,,,,,,,,,,left.png,,w,left,610b7bc3d1ff91a60a2cbe5b,2021-10-21_17h06.29.317,arrow_simon_punish,2021.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,w,1,0.8839,2.013084866,1,1,5,3,23,2,1,,,,,,,,,
,,,,,,,,,,,right.png,,p,right,610b7bc3d1ff91a60a2cbe5b,2021-10-21_17h06.29.317,arrow_simon_punish,2021.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,p,1,1.3012,1.951946668,1,1,6,0,24,1,1,,,,,,,,,
,,,,,,,,,,,left.png,,w,right,610b7bc3d1ff91a60a2cbe5b,2021-10-21_17h06.29.317,arrow_simon_punish,2021.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,w,1,1.3776,2.14829445,1,1,6,1,25,3,1,,,,,,,,,
,,,,,,,,,,,left.png,,w,left,610b7bc3d1ff91a60a2cbe5b,2021-10-21_17h06.29.317,arrow_simon_punish,2021.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,w,1,1.533,2.058438513,0,1,6,2,26,2,1,,,,,,,,,
,,,,,,,,,,,right.png,,p,right,610b7bc3d1ff91a60a2cbe5b,2021-10-21_17h06.29.317,arrow_simon_punish,2021.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,p,1,1.356,2.10192107,1,1,6,3,27,1,1,,,,,,,,,
,,,,,,,,,,,right.png,,p,right,610b7bc3d1ff91a60a2cbe5b,2021-10-21_17h06.29.317,arrow_simon_punish,2021.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,p,1,1.1338,1.547855913,1,1,7,0,28,1,1,,,,,,,,,
,,,,,,,,,,,left.png,,w,left,610b7bc3d1ff91a60a2cbe5b,2021-10-21_17h06.29.317,arrow_simon_punish,2021.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,w,1,1.9024,2.36574672,1,1,7,1,29,2,1,,,,,,,,,
,,,,,,,,,,,left.png,,w,right,610b7bc3d1ff91a60a2cbe5b,2021-10-21_17h06.29.317,arrow_simon_punish,2021.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,p,0,0.522,1.592860803,1,1,7,2,30,3,1,,,,,,,,,
,,,,,,,,,,,left.png,,w,right,610b7bc3d1ff91a60a2cbe5b,2021-10-21_17h06.29.317,arrow_simon_punish,2021.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,p,0,0.2664,2.060107474,1,1,7,3,31,3,1,,,,,,,,,
,,,,,,,,,,,right.png,,p,left,610b7bc3d1ff91a60a2cbe5b,2021-10-21_17h06.29.317,arrow_simon_punish,2021.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,p,1,0.6843,1.558271244,1,1,8,0,32,0,1,,,,,,,,,
,,,,,,,,,,,right.png,,p,left,610b7bc3d1ff91a60a2cbe5b,2021-10-21_17h06.29.317,arrow_simon_punish,2021.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,p,1,1.1662,2.137237553,1,1,8,1,33,0,1,,,,,,,,,
,,,,,,,,,,,right.png,,p,right,610b7bc3d1ff91a60a2cbe5b,2021-10-21_17h06.29.317,arrow_simon_punish,2021.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,p,1,0.8037,1.559478085,1,1,8,2,34,1,1,,,,,,,,,
,,,,,,,,,,,left.png,,w,left,610b7bc3d1ff91a60a2cbe5b,2021-10-21_17h06.29.317,arrow_simon_punish,2021.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,w,1,0.1337,2.091990987,1,1,8,3,35,2,1,,,,,,,,,
,,,,,,,,,,,right.png,,p,left,610b7bc3d1ff91a60a2cbe5b,2021-10-21_17h06.29.317,arrow_simon_punish,2021.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,p,1,0.989,2.000588196,1,1,9,0,36,0,1,,,,,,,,,
,,,,,,,,,,,right.png,,p,right,610b7bc3d1ff91a60a2cbe5b,2021-10-21_17h06.29.317,arrow_simon_punish,2021.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,p,1,1.4613,2.064782168,0,1,9,1,37,1,1,,,,,,,,,
,,,,,,,,,,,right.png,,p,right,610b7bc3d1ff91a60a2cbe5b,2021-10-21_17h06.29.317,arrow_simon_punish,2021.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,p,1,1.3011,2.032414532,1,1,9,2,38,1,1,,,,,,,,,
,,,,,,,,,,,right.png,,p,left,610b7bc3d1ff91a60a2cbe5b,2021-10-21_17h06.29.317,arrow_simon_punish,2021.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,p,1,1.5689,1.998509522,0,1,9,3,39,0,1,,,,,,,,,
,,,,,,,,,,,left.png,,w,left,610b7bc3d1ff91a60a2cbe5b,2021-10-21_17h06.29.317,arrow_simon_punish,2021.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,p,0,1.3014,2.464289961,1,1,10,0,40,2,1,,,,,,,,,
,,,,,,,,,,,right.png,,p,right,610b7bc3d1ff91a60a2cbe5b,2021-10-21_17h06.29.317,arrow_simon_punish,2021.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,w,0,1.9369,2.41160419,1,1,10,1,41,1,1,,,,,,,,,
,,,,,,,,,,,right.png,,p,right,610b7bc3d1ff91a60a2cbe5b,2021-10-21_17h06.29.317,arrow_simon_punish,2021.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,w,0,1.3346,1.755423084,1,1,10,2,42,1,1,,,,,,,,,
,,,,,,,,,,,right.png,,p,left,610b7bc3d1ff91a60a2cbe5b,2021-10-21_17h06.29.317,arrow_simon_punish,2021.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,w,0,1.2186,1.607540724,1,1,10,3,43,0,1,,,,,,,,,
,,,,,,,,,,,right.png,,p,left,610b7bc3d1ff91a60a2cbe5b,2021-10-21_17h06.29.317,arrow_simon_punish,2021.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,w,0,1.6588,2.447449085,1,1,11,0,44,0,1,,,,,,,,,
,,,,,,,,,,,right.png,,p,left,610b7bc3d1ff91a60a2cbe5b,2021-10-21_17h06.29.317,arrow_simon_punish,2021.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,w,0,0.9742,1.946408276,1,1,11,1,45,0,1,,,,,,,,,
,,,,,,,,,,,right.png,,p,right,610b7bc3d1ff91a60a2cbe5b,2021-10-21_17h06.29.317,arrow_simon_punish,2021.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,p,1,1.267,1.67642576,1,1,11,2,46,1,1,,,,,,,,,
,,,,,,,,,,,left.png,,w,left,610b7bc3d1ff91a60a2cbe5b,2021-10-21_17h06.29.317,arrow_simon_punish,2021.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,w,1,1.7012,2.402188234,1,1,11,3,47,2,1,,,,,,,,,
,,,,,,,,,,,right.png,,p,left,610b7bc3d1ff91a60a2cbe5b,2021-10-21_17h06.29.317,arrow_simon_punish,2021.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,w,0,0.7247,1.924287841,1,1,12,0,48,0,1,,,,,,,,,
,,,,,,,,,,,right.png,,p,left,610b7bc3d1ff91a60a2cbe5b,2021-10-21_17h06.29.317,arrow_simon_punish,2021.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,w,0,0.3577,2.115676953,1,1,12,1,49,0,1,,,,,,,,,
,,,,,,,,,,,left.png,,w,right,610b7bc3d1ff91a60a2cbe5b,2021-10-21_17h06.29.317,arrow_simon_punish,2021.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,w,1,0.817,1.561038714,1,1,12,2,50,3,1,,,,,,,,,
,,,,,,,,,,,right.png,,p,right,610b7bc3d1ff91a60a2cbe5b,2021-10-21_17h06.29.317,arrow_simon_punish,2021.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,w,0,1.4476,2.25777475,1,1,12,3,51,1,1,,,,,,,,,
,,,,,,,,,,,left.png,,w,right,610b7bc3d1ff91a60a2cbe5b,2021-10-21_17h06.29.317,arrow_simon_punish,2021.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,w,1,1.4179,2.109339933,0,1,13,0,52,3,1,,,,,,,,,
,,,,,,,,,,,left.png,,w,right,610b7bc3d1ff91a60a2cbe5b,2021-10-21_17h06.29.317,arrow_simon_punish,2021.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,w,1,0.6681,1.831030782,1,1,13,1,53,3,1,,,,,,,,,
,,,,,,,,,,,left.png,,w,right,610b7bc3d1ff91a60a2cbe5b,2021-10-21_17h06.29.317,arrow_simon_punish,2021.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,w,1,1.1682,2.371533418,1,1,13,2,54,3,1,,,,,,,,,
,,,,,,,,,,,right.png,,p,right,610b7bc3d1ff91a60a2cbe5b,2021-10-21_17h06.29.317,arrow_simon_punish,2021.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,p,1,1.6841,2.439351842,1,1,13,3,55,1,1,,,,,,,,,
,,,,,,,,,,,left.png,,w,left,610b7bc3d1ff91a60a2cbe5b,2021-10-21_17h06.29.317,arrow_simon_punish,2021.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,w,1,1.5863,2.457152999,0,1,14,0,56,2,1,,,,,,,,,
,,,,,,,,,,,left.png,,w,right,610b7bc3d1ff91a60a2cbe5b,2021-10-21_17h06.29.317,arrow_simon_punish,2021.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,w,1,0.8878,1.673368732,1,1,14,1,57,3,1,,,,,,,,,
,,,,,,,,,,,left.png,,w,left,610b7bc3d1ff91a60a2cbe5b,2021-10-21_17h06.29.317,arrow_simon_punish,2021.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,w,1,0.7596,1.738883981,1,1,14,2,58,2,1,,,,,,,,,
,,,,,,,,,,,left.png,,w,left,610b7bc3d1ff91a60a2cbe5b,2021-10-21_17h06.29.317,arrow_simon_punish,2021.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,w,1,0.8664,1.827976772,1,1,14,3,59,2,1,,,,,,,,,
,,,,,,,,,,,,,,,610b7bc3d1ff91a60a2cbe5b,2021-10-21_17h06.29.317,arrow_simon_punish,2021.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,space,10.6272,2,0,0,0,0,1,1
,,,,,,,,,,,right.png,,p,right,610b7bc3d1ff91a60a2cbe5b,2021-10-21_17h06.29.317,arrow_simon_punish,2021.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,p,1,1.3337,2.339118151,1,5,0,0,0,1,1,,,,,,,,,
,,,,,,,,,,,left.png,,w,right,610b7bc3d1ff91a60a2cbe5b,2021-10-21_17h06.29.317,arrow_simon_punish,2021.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,w,1,1.5907,1.607737267,0,5,0,1,1,3,1,,,,,,,,,
,,,,,,,,,,,left.png,,w,right,610b7bc3d1ff91a60a2cbe5b,2021-10-21_17h06.29.317,arrow_simon_punish,2021.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,w,1,1.4234,1.790707195,0,5,0,2,2,3,1,,,,,,,,,
,,,,,,,,,,,left.png,,w,right,610b7bc3d1ff91a60a2cbe5b,2021-10-21_17h06.29.317,arrow_simon_punish,2021.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,w,1,1.8076,2.496700166,1,5,0,3,3,3,1,,,,,,,,,
,,,,,,,,,,,left.png,,w,right,610b7bc3d1ff91a60a2cbe5b,2021-10-21_17h06.29.317,arrow_simon_punish,2021.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,w,1,1.3505,1.607317759,1,5,1,0,4,3,1,,,,,,,,,
,,,,,,,,,,,left.png,,w,left,610b7bc3d1ff91a60a2cbe5b,2021-10-21_17h06.29.317,arrow_simon_punish,2021.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,w,1,1.3434,1.989632035,1,5,1,1,5,2,1,,,,,,,,,
,,,,,,,,,,,right.png,,p,left,610b7bc3d1ff91a60a2cbe5b,2021-10-21_17h06.29.317,arrow_simon_punish,2021.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,p,1,1.6157,1.563979643,1,5,1,2,6,0,1,,,,,,,,,
,,,,,,,,,,,left.png,,w,left,610b7bc3d1ff91a60a2cbe5b,2021-10-21_17h06.29.317,arrow_simon_punish,2021.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,w,1,1.389,2.363768863,1,5,1,3,7,2,1,,,,,,,,,
